ID;ESTADO;INGRESOS;CASA;PRECIO_DISPOSITIVO;GENERO;MESES;DURACION;SOBRECARGO;SALDO_RESTANTE;SATISFACCION
5982;VINCULADO;7234689;1157035884;407872;Mujer;13;0.8;31.80962;56.5;2.039706
5983;VINCULADO;7283316;1158119182;633231;Hombre;63;1.8;45.74724;70.9;2.024786
5984;VINCULADO;2338549;429982187.4;838836;Mujer;0;2.5;0;34.6;2.812546
5985;RETIRADO;4389364;732686836;2461800;Hombre;27;0.6;167.108;19.8;8.253432
5986;VINCULADO;600568;151318426.7;698113;Mujer;28;16.7;35.91053;8.2;3.067341
5987;VINCULADO;6335607;1001745926;1692779;Hombre;25;15.5;333.3428;63.2;8.180366
5988;VINCULADO;3225315;483834034.5;266318;Mujer;17;1.5;0;15.6;3.252719
5989;RETIRADO;8016552;1250985566;414376;Mujer;33;17.7;55.89902;67.2;2.395852
5990;VINCULADO;8291315;1338457431;2248522;Mujer;25;3.8;2.360901;74.6;1.765176
5991;RETIRADO;1395842;207318383.6;556652;Hombre;51;16.1;305.5566;23;8.013008
5992;VINCULADO;7761786;1193291551;349682;Hombre;22;17.5;64.06902;72.3;2.658998
5993;RETIRADO;3516308;590233055.1;762829;Hombre;26;2.5;270.9777;14.6;7.899999
5994;VINCULADO;6942983;1125100986;1216685;Hombre;45;15.7;5.051249;72.6;1.830198
5995;VINCULADO;6774055;1153915299;2301767;Hombre;18;4.5;239.7449;78.8;8.286929
5996;RETIRADO;656486;87668644.07;666651;Mujer;24;16.7;259.9834;20.1;8.244595
5997;VINCULADO;7393327;1196075888;553538;Mujer;19;15.9;0;80.2;2.300011
5998;RETIRADO;3559552;588609237.5;3294595;Hombre;47;1.8;260.0776;0;8.398564
5999;VINCULADO;7525789;1158353706;473365;Mujer;18;0.8;21.7477;64.6;2.312676
6000;RETIRADO;7534632;1239577649;1143043;Mujer;9;16.6;170.7142;79.6;8.15817
6001;VINCULADO;7170943;1082167287;450192;Hombre;27;13.5;22.3584;70.2;2.279148
6002;VINCULADO;6323773;966235619;371989;Hombre;20;1.6;6.35019;55.4;3.360599
6003;VINCULADO;3687876;626740094.3;2605319;Mujer;23;1.2;0;4.4;2.941256
6004;VINCULADO;7980190;1285983417;479208;Hombre;47;2.7;16.50387;72.4;2.66596
6005;RETIRADO;190047;36238049.74;385928;Hombre;14;15.7;168.2311;21.7;8.780768
6006;VINCULADO;7400357;1163525524;2333430;Mujer;25;1;0.7922899;81.5;2.079919
6007;RETIRADO;4055764;661755455.2;501577;Hombre;7;0.9;27.70396;13.6;3.539634
6008;RETIRADO;2765019;487528592.4;910215;Mujer;24;2.8;206.2161;18.4;8.341007
6009;VINCULADO;6944789;1082607715;410623;Hombre;0;15.6;23.84701;77.1;1.937166
6010;VINCULADO;2533572;418467277.1;849263;Mujer;45;3;59.46438;28.3;3.191135
6011;VINCULADO;7770146;1237769646;1927587;Mujer;0;16.3;0;66.2;2.371986
6012;RETIRADO;7320401;1190970200;394869;Mujer;-27;14;144.6361;62;7.837215
6013;VINCULADO;842661;207035213.5;1783272;Hombre;24;15.4;0;8.8;2.740536
6014;RETIRADO;3037398;509644498.9;1179246;Hombre;37;1.4;154.1423;13.2;8.050436
6015;VINCULADO;7320174;1109231945;400805;Mujer;42;3.4;18.57879;57.5;3.12634
6016;RETIRADO;2995945;498402854.8;346429;Hombre;42;1.7;172.6596;17.7;8.287921
6017;RETIRADO;1448357;202382254.8;499382;Hombre;21;16.7;250.2378;15.3;8.616746
6018;RETIRADO;7297081;1097153276;420037;Hombre;16;0.2;166.317;27.8;8.88669
6019;VINCULADO;7089211;1084726756;1315482;Mujer;33;1.4;142.6716;48.1;8.299675
6020;VINCULADO;7608400;1229906788;1369562;Hombre;23;14.8;20.21654;84;3.267497
6021;VINCULADO;3755891;657511018;1093125;Mujer;0;1.1;57.58999;24.8;2.962148
6022;RETIRADO;958394;157237297.1;861242;Hombre;32;16.7;105.8112;14.5;8.586264
6023;RETIRADO;1014262;185320146.3;497948;Mujer;10;15.5;223.7705;27.1;8.655531
6024;RETIRADO;7372145;1143452672;1174601;Mujer;27;1.9;222.0903;78.9;8.52577
6025;VINCULADO;6424877;989062598.9;452225;Mujer;15;13.6;64.745;100.2;2.371775
6026;VINCULADO;7234846;1161403497;351104;Hombre;14;15.5;0;62;2.684599
6027;RETIRADO;924597;207383991.8;914446;Mujer;35;17.4;161.084;9.5;8.581826
6028;VINCULADO;7699165;1191030417;387258;Hombre;14;1.5;17.2952;44.9;1.948808
6029;VINCULADO;1733904;314572673.1;913306;Hombre;36;15.8;147.2348;24.7;8.428018
6030;RETIRADO;1164086;266164898.7;1748853;Hombre;22;15.4;201.8837;30.4;8.814407
6031;VINCULADO;8043529;1242959909;309151;Hombre;12;3.1;5.611815;86.8;2.366961
6032;RETIRADO;2102405;350194535;1861728;Hombre;0;15.2;102.5021;17;8.397694
6033;VINCULADO;150000;90819320.27;811193;Mujer;31;15.3;44.06059;1.3;8.309473
6034;VINCULADO;6788263;1127845015;2800960;Mujer;30;15.3;46.24814;65.7;2.640929
6035;VINCULADO;7145565;1128202901;1701862;Mujer;19;16.5;2.699966;83.4;2.158956
6036;RETIRADO;7193818;1130652692;395833;Hombre;22;2.3;120.6537;96.3;8.040518
6037;VINCULADO;7201656;1183097439;2219232;Mujer;20;3.4;38.48076;77.5;2.750126
6038;VINCULADO;3023546;523511994.1;1225405;Hombre;51;0;24.68181;4.2;2.021998
6039;RETIRADO;414249;78090917.04;2224875;Hombre;9;15.7;119.3349;9.6;8.073854
6040;RETIRADO;8613616;1309370923;714001;Mujer;25;16.1;217.6124;41.4;8.19374
6041;VINCULADO;7637463;1188291580;1045078;Hombre;41;16.5;22.64844;42.3;2.098624
6042;RETIRADO;3711469;641724295.6;873584;Hombre;22;2.2;310.3334;31.9;8.377428
6043;VINCULADO;4413930;695816051.4;1055815;Mujer;19;1.9;15.28635;19.5;2.559502
6044;VINCULADO;7386778;1162656438;379184;Mujer;35;15.2;11.0352;54.2;2.941051
6045;VINCULADO;7130817;1154476459;2659775;Hombre;23;16.3;0;81.3;2.308654
6046;VINCULADO;7089047;1172263979;1537537;Hombre;29;15.6;65.7989;86.4;2.898704
6047;RETIRADO;3908093;667517594;1477078;Mujer;18;2;264.4365;17;8.314371
6048;RETIRADO;1195750;174461944.7;1458648;Hombre;0;15.4;232.0626;3.4;7.212165
6049;RETIRADO;7772717;1228956999;995491;Hombre;32;1.6;234.4993;80.4;8.1115
6050;RETIRADO;1868656;291296227.6;1059258;Hombre;15;16.3;234.3792;8.3;8.178717
6051;RETIRADO;2894149;520873878.9;1882381;Hombre;23;3.8;119.6762;22.8;7.771556
6052;RETIRADO;1045151;194921911.6;1981690;Mujer;28;16.3;204.0041;0;8.087078
6053;VINCULADO;2142828;386620862.5;407696;Mujer;39;16.8;5.49703;25.3;3.276955
6054;RETIRADO;7195281;1158600400;280319;Mujer;13;17.4;228.6151;74.3;8.335817
6055;RETIRADO;7712483;1274665519;1765619;Mujer;6;1.6;0;91.6;1.911983
6056;RETIRADO;6684616;1070102943;291371;Hombre;22;16.6;140.6308;76.6;7.965687
6057;RETIRADO;2667565;400271601.4;637848;Mujer;30;2.2;268.7647;24.7;8.433652
6058;RETIRADO;7843541;1279562733;1501256;Mujer;42;16;160.4953;53.4;8.012901
6059;VINCULADO;3691019;691648939.4;3643717;Mujer;19;1.3;166.0771;24.2;8.666138
6060;VINCULADO;7514774;1200385882;1579068;Mujer;36;0.9;58.72385;60.4;2.698792
6061;VINCULADO;1215026;248117675.5;485964;Mujer;19;15.2;14.48809;13.6;3.906694
6062;RETIRADO;6658557;1063344732;1719383;Mujer;27;3.1;219.2683;72.4;8.972484
6063;RETIRADO;2838289;405811861.7;345953;Mujer;23;1.4;306.6316;8.3;8.234696
6064;RETIRADO;1000550;179769171.6;1919644;Mujer;33;15.9;228.2229;20.5;8.300788
6065;VINCULADO;7817054;1308443326;2731055;Mujer;0;15.4;59.28623;48.1;3.105204
6066;VINCULADO;883259;133116436.4;325063;Mujer;50;15.6;38.57733;0;2.693792
6067;RETIRADO;7934489;1235855818;1056713;Mujer;28;2.6;244.504;107.6;8.293998
6068;RETIRADO;8228122;1293497641;410677;Mujer;56;1.8;144.8428;77.4;8.570025
6069;RETIRADO;7157716;1089912755;1116218;Mujer;14;2.5;187.8126;71.2;8.442648
6070;RETIRADO;150000;50613131.85;1368619;Mujer;43;15.6;149.6819;22.5;8.625093
6071;RETIRADO;8039051;1315935676;1222977;Mujer;40;15.2;258.0996;43.3;8.185334
6072;RETIRADO;1033886;156738449.1;1337782;Hombre;15;14.4;150.8323;15.2;8.165861
6073;VINCULADO;3818637;586617282.5;839418;Hombre;48;1.9;15.47728;17;2.721691
6074;VINCULADO;3974790;705846455.2;1995551;Mujer;30;2.1;38.67846;6.4;2.618001
6075;RETIRADO;6941704;1114568004;1365530;Mujer;32;2.8;165.5216;99.5;9.045016
6076;RETIRADO;6896163;1095394514;1341926;Mujer;10;1;186.5069;67.6;8.492565
6077;VINCULADO;6946916;1118403854;1729750;Mujer;0;16.7;23.25364;70.3;2.777563
6078;RETIRADO;7860510;1302269680;1972506;Mujer;16;1.9;263.432;90.5;8.217718
6079;RETIRADO;7235719;1154204054;1794022;Hombre;36;16.4;307.3858;57.5;8.584129
6080;VINCULADO;6619141;1070548195;1917161;Hombre;27;17;71.06613;56.6;3.071512
6081;VINCULADO;1146778;246118603.2;1540392;Hombre;7;15.5;0;23.6;2.653924
6082;RETIRADO;2068139;374328331.9;2463267;Mujer;37;16.6;176.6054;0;7.835336
6083;VINCULADO;3786165;659570951.9;2541351;Hombre;16;2.7;50.23825;24.6;2.664175
6084;VINCULADO;7242625;1186818235;621131;Mujer;10;3.2;0;89.9;2.26454
6085;RETIRADO;1771863;289918852.9;720807;Mujer;23;17.6;192.9055;25.3;8.603787
6086;VINCULADO;6864447;1046176194;416188;Mujer;44;15.8;0;75.8;3.156764
6087;VINCULADO;613771;130780305.2;363045;Hombre;31;18;12.8866;4.1;1.844938
6088;VINCULADO;774247;86455350.52;561485;Mujer;38;16.4;23.55459;14.8;3.435231
6089;VINCULADO;3033191;504912559.5;1009583;Mujer;35;0.6;37.91011;0.9;3.65155
6090;VINCULADO;7684114;1207131285;541354;Mujer;43;16.8;0;48;3.003989
6091;VINCULADO;6490031;1020852788;889173;Hombre;21;2.9;21.78916;49.5;2.457461
6092;RETIRADO;2813936;448396671.3;1454237;Hombre;51;3.8;116.0674;9.3;7.906645
6093;VINCULADO;7437716;1221879681;1816684;Hombre;19;16.6;164.8367;79.6;8.28303
6094;RETIRADO;922693;116786951.6;447281;Mujer;21;18.4;237.126;3.4;8.297699
6095;VINCULADO;6526954;1124757084;2581437;Mujer;6;1;0;75;2.35626
6096;RETIRADO;6498442;987006994.2;474657;Mujer;31;16.9;262.3514;58;8.56145
6097;RETIRADO;1888952;291758144.5;1215078;Hombre;16;17;212.5128;10.8;8.38228
6098;RETIRADO;7662969;1250737198;2245713;Hombre;22;15.8;370.6487;33.7;8.164797
6099;VINCULADO;737768;152732970.8;3287322;Mujer;25;17;50.44396;17.2;2.204067
6100;RETIRADO;8456886;1334829448;443688;Mujer;53;1.8;23.19994;92.8;2.443033
6101;RETIRADO;3919328;640041429.5;509255;Mujer;21;3.1;127.4979;12.6;8.598798
6102;RETIRADO;7521280;1145712661;1169418;Mujer;60;15.5;240.6421;54.8;8.181803
6103;RETIRADO;7017238;1063557240;600065;Mujer;54;15.4;134.8801;86.9;7.87656
6104;VINCULADO;807354;185551726.3;1864244;Mujer;25;17.7;191.1895;0;8.617971
6105;VINCULADO;8359845;1317407921;1532520;Hombre;25;2.3;12.32008;64.3;2.718902
6106;VINCULADO;6167912;956913980.1;1167018;Mujer;33;0.1;163.3088;38.5;8.160397
6107;VINCULADO;7438914;1164578864;1683949;Hombre;1;17.3;20.61909;70.6;2.601962
6108;RETIRADO;832471;160910400;1246936;Hombre;16;15.6;156.0267;27.5;8.563378
6109;VINCULADO;6629965;1079142989;571087;Hombre;36;15;0;81.5;3.190577
6110;RETIRADO;4070175;655586803.5;1275053;Hombre;34;1.5;196.402;8.3;7.939203
6111;VINCULADO;7437145;1196972313;1625734;Hombre;13;16.7;0;68.5;2.541598
6112;VINCULADO;8348183;1288905521;1186626;Mujer;28;16.4;0;65;2.848775
6113;RETIRADO;7134481;1127491325;1145221;Hombre;0;16.4;252.2299;68.1;8.494081
6114;RETIRADO;2577357;410017302.7;455048;Mujer;16;1.9;72.23474;1.8;1.999185
6115;RETIRADO;7333721;1156225492;418913;Hombre;21;15.6;265.4753;34.2;7.725443
6116;RETIRADO;7480486;1223913078;1349766;Hombre;22;16.3;229.0082;72.9;7.911696
6117;RETIRADO;2114149;312651701;419496;Mujer;24;5.2;163.1188;9.3;9.183746
6118;RETIRADO;7192402;1114416601;441124;Mujer;28;16.9;186.4148;29.6;8.840183
6119;RETIRADO;3851334;646810882.7;2587090;Hombre;47;2.2;182.6782;22.4;8.294797
6120;RETIRADO;7125073;1072628929;420125;Mujer;42;3;275.7059;65.3;8.151101
6121;RETIRADO;7810602;1187221698;603057;Mujer;7;2.1;224.69;69.3;8.787614
6122;VINCULADO;7753175;1230778332;667783;Mujer;21;15.5;61.5852;84.1;2.685208
6123;VINCULADO;7896170;1229956247;344985;Hombre;30;14.4;0;70.6;3.331506
6124;RETIRADO;8211702;1241205482;413451;Hombre;24;1.5;191.5697;83;7.701681
6125;RETIRADO;7323292;1191259102;891242;Hombre;28;15.6;155.5271;72.5;8.401079
6126;VINCULADO;3614065;586852931.5;1431410;Hombre;41;0.4;19.55531;15.4;3.594158
6127;VINCULADO;3462527;620030656.3;1740220;Hombre;42;3.7;22.2644;14.2;3.232046
6128;VINCULADO;7685218;1219381263;1068628;Hombre;32;0.4;25.08196;77.8;4.331896
6129;RETIRADO;1775099;315115552;719056;Hombre;22;15.3;206.6747;21.2;8.207426
6130;VINCULADO;3516626;597395711.6;1160045;Mujer;27;1.7;0;14.1;3.905425
6131;RETIRADO;752818;86115451.94;467309;Mujer;27;16.5;212.1663;30.4;8.397293
6132;RETIRADO;7314359;1214515647;2610272;Mujer;39;1.3;172.8453;77.4;8.454181
6133;VINCULADO;7986791;1221665741;1046237;Hombre;20;2.6;4.202135;61.7;2.073706
6134;RETIRADO;2742330;497524026.3;1396315;Mujer;28;3.4;174.8;0;7.726682
6135;RETIRADO;8199710;1293323506;1952973;Hombre;21;16.2;127.781;90.1;8.981557
6136;RETIRADO;6757438;1082628465;903840;Hombre;17;1.3;136.4677;93.3;8.342557
6137;RETIRADO;7634679;1218242857;1313163;Mujer;34;4.2;105.313;86.9;8.231394
6138;VINCULADO;6599402;1065399698;450534;Hombre;20;1.9;14.45312;107.9;2.216242
6139;RETIRADO;1939793;275435622.5;409464;Hombre;25;16.8;59.27635;14;2.158934
6140;VINCULADO;8379466;1301287598;1834811;Hombre;33;1.6;30.85334;79.1;2.211426
6141;RETIRADO;8216247;1238320381;364234;Mujer;41;2.5;191.1471;47;8.537164
6142;VINCULADO;6464125;1089108121;2022483;Mujer;66;16.5;4.804238;70;2.957967
6143;RETIRADO;6388136;1030962311;1000494;Hombre;5;0.8;275.1539;70.2;8.084055
6144;RETIRADO;3777584;593405979.6;1647362;Hombre;30;4.8;150.1037;0;8.037239
6145;RETIRADO;1110121;248416832.2;1698533;Hombre;0;13.3;213.1609;4.2;8.420447
6146;RETIRADO;7488164;1134071228;499704;Hombre;23;14.1;165.359;75.7;8.202298
6147;VINCULADO;1489128;257629943.7;1219386;Mujer;8;13.7;0;19.1;2.875229
6148;VINCULADO;2329483;383840664.4;1539580;Mujer;19;2.4;0;19.4;3.310916
6149;VINCULADO;8064734;1326414691;3038751;Mujer;14;2.6;24.98349;51.9;3.047521
6150;RETIRADO;3503960;572309222.6;1199537;Hombre;15;0.5;163.8739;0;8.59865
6151;VINCULADO;7951388;1225061858;338227;Hombre;15;0;13.57667;65.9;2.847066
6152;RETIRADO;3123981;527386834;3567890;Hombre;5;0.6;201.5565;13.4;7.696326
6153;VINCULADO;6978206;1137742710;1225385;Mujer;26;1.5;0;79.6;1.858956
6154;VINCULADO;1706332;252557213.7;545154;Hombre;12;17;0;22.3;2.689021
6155;VINCULADO;4626275;699932598.2;395627;Mujer;14;1.9;0;7.8;2.868504
6156;RETIRADO;3738464;602365061.1;1449769;Hombre;33;1.4;278.515;13.2;8.024146
6157;VINCULADO;361046;43884624.44;1502850;Hombre;34;16;17.12609;14.6;3.148884
6158;VINCULADO;7495396;1160778871;624359;Hombre;0;15.1;4.493184;94.1;2.988558
6159;VINCULADO;6750540;1052565171;925030;Hombre;0;1.3;0;55.9;2.482692
6160;RETIRADO;7682671;1246147192;2274279;Mujer;28;3.5;22.05748;66.8;2.008418
6161;RETIRADO;1638105;271885890.7;375805;Hombre;40;17.5;146.1138;1.5;8.089433
6162;VINCULADO;3988757;690193520.2;1830640;Mujer;32;1;74.97536;31.3;2.941204
6163;VINCULADO;7731706;1239994001;1039270;Hombre;36;16.8;0;55.3;2.588373
6164;VINCULADO;6745719;1107273139;903385;Mujer;13;15.2;0;67.5;2.808332
6165;RETIRADO;7397414;1177347806;597705;Mujer;52;16.9;108.8072;93.3;7.90821
6166;RETIRADO;1476671;243135674.3;1389187;Mujer;0;16.3;23.49461;11.1;2.92634
6167;VINCULADO;638593;144443343.1;335833;Hombre;18;16.3;188.3514;15.6;8.124251
6168;VINCULADO;1508584;247217645.4;1044468;Mujer;20;17.1;40.21037;11.4;1.604421
6169;RETIRADO;7880653;1240859094;1195594;Mujer;16;17.7;254.0349;41.7;8.388778
6170;RETIRADO;7942040;1237661501;738016;Hombre;28;14;185.5141;61.3;8.424566
6171;RETIRADO;1539296;323573173;1576815;Mujer;12;16;198.1732;18.9;8.279338
6172;RETIRADO;8627105;1437932089;2290879;Mujer;25;15.8;244.9729;85.9;8.567892
6173;VINCULADO;2349983;411368842.4;2644770;Hombre;9;1.9;0;19;2.597673
6174;RETIRADO;7801606;1279083341;1093290;Hombre;19;15.1;235.52;74;8.598263
6175;RETIRADO;7217393;1125226463;1466260;Hombre;9;14.9;250.9117;60.7;8.701896
6176;RETIRADO;6533474;999839236.8;1397947;Mujer;35;16;87.2009;57.4;8.891934
6177;RETIRADO;7562826;1165293785;436790;Mujer;23;17;200.3536;63.6;8.295056
6178;VINCULADO;7242590;1164307784;3496272;Mujer;22;16.5;6.383709;63.8;2.94803
6179;RETIRADO;3846333;649468884.9;731660;Mujer;26;2.3;181.2218;19.8;8.362599
6180;VINCULADO;3109861;498884734.9;1160192;Mujer;22;4.1;0;30.9;2.244283
6181;RETIRADO;3656930;580267325.6;738225;Mujer;39;1.5;241.0583;8;8.298975
6182;RETIRADO;1731650;340393703.3;1668633;Mujer;4;16.6;242.0428;15.6;8.308732
6183;RETIRADO;6741706;1056752382;1028605;Hombre;36;0.9;237.9659;70.5;8.586206
6184;RETIRADO;8270696;1309793209;273102;Mujer;22;16;0;68.4;2.349125
6185;VINCULADO;7499134;1265329775;2384215;Hombre;22;16.7;134.9452;89.8;7.71713
6186;RETIRADO;1508646;229566975.7;1603630;Mujer;9;17.2;190.6521;10.3;8.234355
6187;RETIRADO;2986952;496390049.9;1405741;Mujer;20;0.1;216.6178;28.6;8.23506
6188;RETIRADO;8003047;1240457456;632145;Mujer;27;1.3;301.868;81.4;7.674972
6189;VINCULADO;150000;16018592.18;644191;Hombre;14;15.4;13.63532;11.7;3.350434
6190;RETIRADO;7442724;1146153329;352403;Hombre;31;1.7;6.41276;91.8;2.554822
6191;RETIRADO;487651;100667201.9;1458005;Hombre;24;16.9;177.8009;9.8;7.849043
6192;VINCULADO;7467710;1212932458;438531;Mujer;13;2.4;10.53496;93.7;2.691724
6193;VINCULADO;1756155;326068949.7;318062;Hombre;34;15.9;45.59402;34.5;3.017698
6194;RETIRADO;1213726;189636480.3;481830;Hombre;26;16;186.3741;22.5;7.599453
6195;RETIRADO;7110244;1162706279;1455889;Hombre;55;16.1;396.7054;78.3;8.398802
6196;RETIRADO;8094977;1313463090;1855122;Hombre;5;15.3;125.5251;74.5;8.513486
6197;RETIRADO;2426104;413317357.8;1001720;Hombre;25;4.5;244.2769;21.3;8.274138
6198;RETIRADO;1065631;218518755.5;603589;Mujer;15;15.6;196.7539;9.7;8.09125
6199;RETIRADO;3320317;568666278.6;1668818;Hombre;18;1;291.1875;10.9;9.08679
6200;RETIRADO;6744998;1069538261;2405756;Mujer;29;16.4;268.1046;44.5;8.366328
6201;RETIRADO;7223653;1120120016;359693;Mujer;38;16.5;305.6716;75.5;8.104007
6202;RETIRADO;1109469;232505997.8;2023816;Hombre;31;15.1;208.9413;10.6;8.452651
6203;RETIRADO;2959502;465127582.8;1724252;Mujer;44;1.5;240.6873;24.6;7.697561
6204;VINCULADO;7957999;1240871485;1673424;Mujer;10;16.8;53.55746;54.3;2.644792
6205;RETIRADO;7329471;1157107943;2060799;Hombre;11;15.5;99.56065;60.6;8.226501
6206;VINCULADO;1071278;233420961.1;1954605;Mujer;0;17.8;0;19.4;2.947272
6207;RETIRADO;6522065;1048182258;1622753;Mujer;0;16.2;240.1217;90.9;8.457593
6208;RETIRADO;6308590;1003332981;323987;Mujer;5;2.5;206.9553;44.1;8.641613
6209;RETIRADO;4264341;697746804;351238;Mujer;46;3.2;368.796;26.1;8.661049
6210;RETIRADO;4077925;646602321.6;1870395;Hombre;44;1.5;94.71454;18.4;8.361337
6211;VINCULADO;7166221;1158062570;1571080;Hombre;30;17.6;0;68.6;3.317183
6212;VINCULADO;2849466;573381796.5;4082597;Mujer;4;0.3;0;20.3;2.194904
6213;RETIRADO;1346527;275082576.5;1346435;Hombre;12;16.8;144.7572;12;8.174125
6214;VINCULADO;6421515;1015192815;1180923;Mujer;12;1.9;0;81.5;1.909766
6215;VINCULADO;2369171;390065066.7;1697493;Mujer;0;0.8;32.22352;13.1;2.606299
6216;VINCULADO;7234228;1184106969;1025838;Mujer;49;17;17.21223;61.6;3.054285
6217;RETIRADO;6775076;1060776045;1671354;Mujer;37;16.1;0;59.6;3.075119
6218;RETIRADO;3052206;506323097.2;1543849;Hombre;23;2.2;205.1865;25.6;7.670143
6219;RETIRADO;2939396;471901266.8;365257;Hombre;16;1.6;7.544424;7.8;3.802284
6220;VINCULADO;7592601;1175232730;1091699;Mujer;35;15.8;0;29.1;4.111231
6221;VINCULADO;1647326;251175715.2;859170;Hombre;28;14.7;67.13497;16.8;2.301444
6222;VINCULADO;6892690;1092940837;2082909;Mujer;23;1.8;163.6123;79.3;7.637628
6223;RETIRADO;6931364;1095347919;1141647;Mujer;30;16.9;170.9453;47.1;8.05599
6224;VINCULADO;7353415;1154671225;1062636;Hombre;34;0.1;82.87456;41.4;1.613558
6225;RETIRADO;7231427;1193900156;2225787;Mujer;14;16.1;218.7015;83.5;7.446132
6226;RETIRADO;7634809;1168007715;1357239;Mujer;15;18;136.2436;70.4;8.513121
6227;RETIRADO;7430271;1212200916;3190847;Mujer;11;15.3;109.7018;83;8.069266
6228;VINCULADO;3764691;630695481;402548;Mujer;0;2.6;259.7612;15.9;8.326174
6229;VINCULADO;7753204;1243775953;1565232;Mujer;10;2.3;9.706823;84.5;2.574868
6230;RETIRADO;6879793;1139721734;2365643;Hombre;23;1.2;237.8012;74.3;8.224137
6231;VINCULADO;3814345;582121006.2;1467116;Mujer;32;2.1;2.279685;14.7;2.861899
6232;RETIRADO;3863450;618215602.8;1049566;Mujer;16;3.1;198.2068;26.6;8.47777
6233;VINCULADO;1111004;200746513.7;289687;Hombre;18;17.5;0;0;3.01818
6234;RETIRADO;7029126;1182977605;2210091;Mujer;40;17.6;238.447;52.2;8.332478
6235;RETIRADO;4677263;709732953.5;327896;Mujer;13;1.9;157.0915;11.8;7.715665
6236;RETIRADO;3962784;680411448.5;1246775;Hombre;19;2;258.8431;3.3;8.596116
6237;RETIRADO;6965064;1114484633;383919;Hombre;32;14.7;214.709;66.4;8.375733
6238;RETIRADO;7446978;1173507576;1596162;Mujer;16;16.9;257.2631;28.5;8.190561
6239;RETIRADO;652167;84501839.49;562205;Mujer;2;14.5;1.831379;4.4;2.777587
6240;RETIRADO;643655;169571721.3;2939832;Hombre;46;16;194.5866;22.9;7.884
6241;RETIRADO;7502827;1194559440;949764;Mujer;37;1.7;236.0874;53.8;8.6972
6242;VINCULADO;6403188;985288374;1569811;Hombre;25;1.7;14.69255;56;2.235776
6243;RETIRADO;7679052;1271451105;2667628;Mujer;24;17.7;272.0881;84.5;8.14525
6244;VINCULADO;3116223;507450625.4;1413824;Mujer;10;2.7;0;22.8;2.529349
6245;RETIRADO;2632289;491969491.9;1637095;Mujer;14;3.2;164.4375;18.1;7.998671
6246;RETIRADO;3310604;491420052.5;867473;Hombre;31;1.3;292.3572;12;8.150624
6247;RETIRADO;907434;136060236.3;417090;Hombre;28;16;118.5259;24.1;8.586885
6248;RETIRADO;1268635;289520133.5;2184128;Mujer;13;16.2;248.5368;13.5;8.540135
6249;RETIRADO;7021257;1093149766;1683341;Mujer;25;14.2;170.3146;60.8;8.361017
6250;VINCULADO;7836653;1249481987;862453;Mujer;16;1.8;0;69.8;2.800968
6251;RETIRADO;7579337;1238036901;1608737;Mujer;34;14.5;212.5593;91.2;7.921914
6252;VINCULADO;1293124;180272956.7;347710;Hombre;26;16.9;0;21.4;2.725541
6253;RETIRADO;3486731;554621607.7;1021293;Mujer;1;0.7;202.1226;22.8;7.998949
6254;VINCULADO;1280161;208400164.9;1326803;Hombre;23;16.1;70.79508;21.1;2.800534
6255;VINCULADO;2336732;447932269.1;1451323;Hombre;0;15.9;0;18.2;2.843403
6256;VINCULADO;1198747;217170592.9;1055943;Mujer;22;15.8;18.9459;27.2;2.824072
6257;RETIRADO;1951791;341112808.8;1860317;Hombre;33;14.6;221.144;15;8.563801
6258;VINCULADO;7256789;1177196613;1591036;Mujer;17;15.6;8.623774;73.7;1.76282
6259;VINCULADO;3292115;494103456.7;818801;Mujer;23;1.4;163.9962;11;8.236791
6260;RETIRADO;7448798;1171125140;1443474;Mujer;9;18;291.4285;70.9;8.564123
6261;VINCULADO;3471702;526361175.8;771196;Hombre;6;5.1;19.3802;17.7;3.434295
6262;VINCULADO;8267930;1300079099;744438;Hombre;12;1.3;3.47173;81.1;3.78633
6263;VINCULADO;3242966;477110087.1;776861;Hombre;39;2.7;26.21267;15.6;3.639339
6264;VINCULADO;7836007;1251785502;467166;Mujer;35;14.4;6.200894;35.4;2.048009
6265;RETIRADO;7671631;1266102993;1616672;Hombre;4;1.2;63.56648;91.8;8.443952
6266;RETIRADO;7252138;1095377532;449127;Hombre;24;0;250.0886;46;8.131491
6267;VINCULADO;6833128;1122597350;2033056;Hombre;4;2.1;0;47.6;3.072958
6268;RETIRADO;1631946;216514893.3;347526;Mujer;37;16.6;143.4084;7;8.202448
6269;RETIRADO;7393908;1239376736;2190185;Mujer;5;2;256.2177;84.9;8.009265
6270;RETIRADO;7245397;1134298166;731645;Hombre;6;2.6;252.0534;61.5;8.375078
6271;VINCULADO;847679;131934445.4;1753992;Mujer;5;15.2;0;32.9;2.380027
6272;VINCULADO;7872927;1230692127;1966293;Mujer;0;1.3;240.7682;73.6;8.279051
6273;RETIRADO;924626;188245731.8;1081341;Mujer;32;16.6;118.0848;7.4;7.997977
6274;RETIRADO;7357415;1123034222;802217;Mujer;24;3;163.3594;108.9;8.173132
6275;VINCULADO;2712973;429793904.4;715230;Mujer;38;2;37.7369;8;2.618473
6276;VINCULADO;7524364;1154975922;834641;Hombre;13;15;229.7069;78.7;8.545698
6277;VINCULADO;7215217;1145404906;2305201;Hombre;36;2.8;15.65186;81;2.234005
